Asset_Num;Endpoint Type;Host ID;Host Name;ID;OS Version;Sensor ID;Sensor Tenant;Sensor Version;osFamily
25;ENDPOINT_MICROSOFT_ATP;6b36cdf4f6a50b9f25e6b8e197b0d9e7287ebf31;wkscen001.netcenter.com.br;86ae7847-97b1-40f3-9e0e-80f13719d847;10.0;6b36cdf4f6a50b9f25e6b8e197b0d9e7287ebf31;ae05bd5a-1123-4191-8d0f-696daba31d1e;10.8210.19041.2006;WINDOWS
26;ENDPOINT_MICROSOFT_ATP;b0ddaa7a8fd5ba24fed68d78fde049cebe9c1405;wkssme007.netcenter.com.br;d4c4cc4f-7ea8-4150-bf6b-32c6fde7bcd9;10.0;b0ddaa7a8fd5ba24fed68d78fde049cebe9c1405;ae05bd5a-1123-4191-8d0f-696daba31d1e;10.7740.19041.1202;WINDOWS
27;ENDPOINT_MICROSOFT_ATP;099ff54c733ddacace02ffa4c60400bbddbd5481;wksthiagoluna.netcenter.com.br;2d7b637f-65fe-4cc7-8dc5-10ca41f01a7c;10.0;099ff54c733ddacace02ffa4c60400bbddbd5481;ae05bd5a-1123-4191-8d0f-696daba31d1e;10.8210.19041.2006;WINDOWS
28;ENDPOINT_MICROSOFT_ATP;743a551cd7cd33f6187879c4c2c958f092cc4e73;wksger002.netcenter.com.br;47f64495-3f8d-410e-bcc9-b806d1973cda;10.0;743a551cd7cd33f6187879c4c2c958f092cc4e73;ae05bd5a-1123-4191-8d0f-696daba31d1e;10.7740.19041.1151;WINDOWS
29;ENDPOINT_MICROSOFT_ATP;1d7575dfa071fcb355c4759ef1c6f23bf40973b3;pc-3jsopks;6fc5aaf5-ec4c-4435-872b-0d72575cd4f6;10.0;1d7575dfa071fcb355c4759ef1c6f23bf40973b3;ae05bd5a-1123-4191-8d0f-696daba31d1e;10.8210.19041.2006;WINDOWS
30;ENDPOINT_MICROSOFT_ATP;dd9c75ed348fbec18628f95cbaecc54d37f72aec;wkscom003.netcenter.com.br;271b9529-ab4a-448e-95e9-ba2a8047ccf3;10.0;dd9c75ed348fbec18628f95cbaecc54d37f72aec;ae05bd5a-1123-4191-8d0f-696daba31d1e;10.8210.19041.2006;WINDOWS
31;ENDPOINT_MICROSOFT_ATP;6048562f02105c00b28c1c16e9a2c2da2b4d6e09;wksprj001.netcenter.com.br;863799c0-3cd9-4290-9c9b-2a6441f05bf1;10.0;6048562f02105c00b28c1c16e9a2c2da2b4d6e09;ae05bd5a-1123-4191-8d0f-696daba31d1e;10.8040.19041.1889;WINDOWS
32;ENDPOINT_MICROSOFT_ATP;e2ba2c7a43902458619bb6d4a15658dda301d1a9;wksnoc011.netcenter.com.br;6a034b43-fc76-44b2-aa58-38bb5c2b8198;10.0;e2ba2c7a43902458619bb6d4a15658dda301d1a9;ae05bd5a-1123-4191-8d0f-696daba31d1e;10.8210.19041.2006;WINDOWS
33;ENDPOINT_MICROSOFT_ATP;a387d7b0737b8e8b44b0a1ae527fd9fa5d4b96af;wkssme005.netcenter.com.br;1e4efa65-4388-4e4f-b362-721d4999c747;10.0;a387d7b0737b8e8b44b0a1ae527fd9fa5d4b96af;ae05bd5a-1123-4191-8d0f-696daba31d1e;10.7740.19041.1202;WINDOWS
34;ENDPOINT_MICROSOFT_ATP;677c5eb6bd5b23ec718f7f95cc320634e1221418;74pr5p1-luisfernando;eac59513-ce25-4c48-a332-ff3bc92a854a;10.0;677c5eb6bd5b23ec718f7f95cc320634e1221418;ae05bd5a-1123-4191-8d0f-696daba31d1e;10.3740.16299.1806;WINDOWS
35;ENDPOINT_MICROSOFT_ATP;fa1122e7da7e9c4befb6a342cb89a2a9a61645af;wksnocvdi002.netcenter.com.br;3f17af2a-8fcb-4381-9ab5-4ee509b1b6f2;10.0;fa1122e7da7e9c4befb6a342cb89a2a9a61645af;ae05bd5a-1123-4191-8d0f-696daba31d1e;10.8040.19041.1682;WINDOWS
36;ENDPOINT_MICROSOFT_ATP;bbf8c5fab40f3c418ad95b29863f03e6ddc7ce00;wksdir028;9a560386-8ba2-489b-94fb-d173fc86479d;10.0;bbf8c5fab40f3c418ad95b29863f03e6ddc7ce00;ae05bd5a-1123-4191-8d0f-696daba31d1e;10.8210.19041.2193;WINDOWS
37;ENDPOINT_MICROSOFT_ATP;a884c6b8b0c816cc062aaec4fd36721ea82fec6d;wksfin001.netcenter.com.br;5da36b30-2869-4c08-af67-1f1531bbb8d3;10.0;a884c6b8b0c816cc062aaec4fd36721ea82fec6d;ae05bd5a-1123-4191-8d0f-696daba31d1e;10.8210.19041.1949;WINDOWS
38;ENDPOINT_MICROSOFT_ATP;9418f13db8833d3a48105bb0e78856932bab089c;wksfin002.netcenter.com.br;6c0eb748-1e5c-43c8-b717-beb49ba39a58;10.0;9418f13db8833d3a48105bb0e78856932bab089c;ae05bd5a-1123-4191-8d0f-696daba31d1e;10.8210.19041.1949;WINDOWS
39;ENDPOINT_MICROSOFT_ATP;4b6e8f7d22a79efef48d0b3caf380e357ffab02d;wksnoc014.netcenter.com.br;8beeceb6-df7d-4f07-aae8-80f603d89ebf;10.0;4b6e8f7d22a79efef48d0b3caf380e357ffab02d;ae05bd5a-1123-4191-8d0f-696daba31d1e;10.8210.19041.2193;WINDOWS
